GTS_EMPLOYER_COMPANY_DETAILS_ID,GTS_EMPLOYER_ID,GTS_EMPLOYER_COMPANY_ID,GTS_JOB_TITLE_ID,GTS_EMPLOYER_JOB_DESCRIPTION,GTS_EMPLOYER_IS_CURRENTLY_WORKING
333,650,105,911,Project Manager managing cross-functional teams and project timelines.,FALSE
334,620,685,457,Digital Marketing Executive running campaigns and optimizing digital performance.,FALSE
335,958,903,286,Business Analyst gathering requirements and supporting data-driven decisions.,FALSE
336,366,377,487,Product Manager defining product vision and aligning with business goals.,TRUE
337,525,575,227,UI/UX Designer designing intuitive user experiences and interfaces.,FALSE
338,49,678,367,Data Analyst performing data exploration and generating insights.,TRUE
339,342,90,621,UI/UX Designer designing intuitive user experiences and interfaces.,TRUE
340,642,809,837,Cloud Architect developing scalable cloud solutions and ensuring availability.,TRUE
341,323,428,107,Cybersecurity Specialist monitoring threats and securing network systems.,FALSE
342,274,927,448,Project Manager managing cross-functional teams and project timelines.,FALSE
343,414,963,472,Digital Marketing Executive running campaigns and optimizing digital performance.,TRUE
344,254,975,537,UI/UX Designer designing intuitive user experiences and interfaces.,TRUE
345,338,394,753,Project Manager managing cross-functional teams and project timelines.,TRUE
346,607,328,171,Software Developer responsible for building scalable applications and debugging backend systems.,TRUE
347,519,648,100,Cloud Architect developing scalable cloud solutions and ensuring availability.,FALSE
348,320,808,27,Business Analyst gathering requirements and supporting data-driven decisions.,FALSE
349,993,143,332,Cybersecurity Specialist monitoring threats and securing network systems.,FALSE
350,881,190,899,UI/UX Designer designing intuitive user experiences and interfaces.,FALSE
351,692,84,47,Cloud Architect developing scalable cloud solutions and ensuring availability.,FALSE
352,852,607,806,UI/UX Designer designing intuitive user experiences and interfaces.,FALSE
353,624,475,302,System Administrator maintaining IT infrastructure and ensuring uptime.,FALSE
354,294,619,97,Business Analyst gathering requirements and supporting data-driven decisions.,TRUE
355,611,615,760,Business Analyst gathering requirements and supporting data-driven decisions.,FALSE
356,294,534,582,Business Analyst gathering requirements and supporting data-driven decisions.,FALSE
357,74,812,681,Product Manager defining product vision and aligning with business goals.,FALSE
358,451,138,915,Data Analyst performing data exploration and generating insights.,FALSE
359,630,982,7,Project Manager managing cross-functional teams and project timelines.,TRUE
360,551,418,90,Project Manager managing cross-functional teams and project timelines.,TRUE
361,323,736,343,Cloud Architect developing scalable cloud solutions and ensuring availability.,TRUE
362,451,899,365,Cloud Architect developing scalable cloud solutions and ensuring availability.,TRUE
363,746,661,837,Business Analyst gathering requirements and supporting data-driven decisions.,TRUE
364,204,175,669,Data Analyst performing data exploration and generating insights.,TRUE
365,621,81,998,Software Developer responsible for building scalable applications and debugging backend systems.,TRUE
366,194,981,865,Cloud Architect developing scalable cloud solutions and ensuring availability.,TRUE
367,656,569,574,Project Manager managing cross-functional teams and project timelines.,TRUE
368,546,650,431,Digital Marketing Executive running campaigns and optimizing digital performance.,FALSE
369,495,157,138,Product Manager defining product vision and aligning with business goals.,FALSE
370,244,522,976,Project Manager managing cross-functional teams and project timelines.,FALSE
371,855,24,492,Cybersecurity Specialist monitoring threats and securing network systems.,TRUE
372,71,212,109,Project Manager managing cross-functional teams and project timelines.,TRUE
373,729,552,15,Cybersecurity Specialist monitoring threats and securing network systems.,TRUE
374,221,697,602,Project Manager managing cross-functional teams and project timelines.,TRUE
375,816,415,118,Software Developer responsible for building scalable applications and debugging backend systems.,TRUE
376,71,306,341,Product Manager defining product vision and aligning with business goals.,FALSE
377,827,540,404,Project Manager managing cross-functional teams and project timelines.,TRUE
378,906,968,740,Cloud Architect developing scalable cloud solutions and ensuring availability.,TRUE
379,533,356,928,Digital Marketing Executive running campaigns and optimizing digital performance.,TRUE
380,181,289,297,Digital Marketing Executive running campaigns and optimizing digital performance.,FALSE
381,500,203,380,Software Developer responsible for building scalable applications and debugging backend systems.,TRUE
382,682,677,401,Digital Marketing Executive running campaigns and optimizing digital performance.,FALSE
383,316,536,490,UI/UX Designer designing intuitive user experiences and interfaces.,FALSE
384,715,959,476,Project Manager managing cross-functional teams and project timelines.,TRUE
385,432,937,736,Project Manager managing cross-functional teams and project timelines.,TRUE
386,485,686,608,UI/UX Designer designing intuitive user experiences and interfaces.,TRUE
387,756,362,306,Project Manager managing cross-functional teams and project timelines.,FALSE
388,355,70,690,Digital Marketing Executive running campaigns and optimizing digital performance.,TRUE
389,132,741,585,System Administrator maintaining IT infrastructure and ensuring uptime.,FALSE
390,810,458,138,System Administrator maintaining IT infrastructure and ensuring uptime.,FALSE
391,121,593,403,Cybersecurity Specialist monitoring threats and securing network systems.,FALSE
392,411,770,483,Data Analyst performing data exploration and generating insights.,FALSE
393,268,295,272,Software Developer responsible for building scalable applications and debugging backend systems.,FALSE
394,806,185,34,Product Manager defining product vision and aligning with business goals.,FALSE
395,20,984,935,System Administrator maintaining IT infrastructure and ensuring uptime.,FALSE
396,765,372,635,UI/UX Designer designing intuitive user experiences and interfaces.,TRUE
397,105,287,34,Cybersecurity Specialist monitoring threats and securing network systems.,FALSE
398,221,649,892,Business Analyst gathering requirements and supporting data-driven decisions.,FALSE
399,272,236,844,UI/UX Designer designing intuitive user experiences and interfaces.,FALSE
400,446,690,346,Business Analyst gathering requirements and supporting data-driven decisions.,TRUE
401,297,103,310,Cloud Architect developing scalable cloud solutions and ensuring availability.,FALSE
402,709,153,539,Software Developer responsible for building scalable applications and debugging backend systems.,FALSE
403,869,895,724,Digital Marketing Executive running campaigns and optimizing digital performance.,TRUE
404,64,790,983,Business Analyst gathering requirements and supporting data-driven decisions.,FALSE
405,374,237,670,Product Manager defining product vision and aligning with business goals.,FALSE
406,996,735,274,UI/UX Designer designing intuitive user experiences and interfaces.,TRUE
407,732,478,801,Project Manager managing cross-functional teams and project timelines.,FALSE
408,78,953,654,UI/UX Designer designing intuitive user experiences and interfaces.,TRUE
409,807,252,481,Data Analyst performing data exploration and generating insights.,FALSE
410,635,320,444,UI/UX Designer designing intuitive user experiences and interfaces.,TRUE
411,425,389,365,Cybersecurity Specialist monitoring threats and securing network systems.,FALSE
412,250,901,586,Digital Marketing Executive running campaigns and optimizing digital performance.,FALSE
413,710,280,817,Cybersecurity Specialist monitoring threats and securing network systems.,TRUE
414,755,591,245,System Administrator maintaining IT infrastructure and ensuring uptime.,TRUE
415,225,193,344,UI/UX Designer designing intuitive user experiences and interfaces.,TRUE
416,807,982,905,Data Analyst performing data exploration and generating insights.,TRUE
417,833,41,394,Cybersecurity Specialist monitoring threats and securing network systems.,TRUE
418,532,183,791,Data Analyst performing data exploration and generating insights.,TRUE
419,869,911,125,Software Developer responsible for building scalable applications and debugging backend systems.,TRUE
420,671,918,355,Digital Marketing Executive running campaigns and optimizing digital performance.,FALSE
421,978,656,414,UI/UX Designer designing intuitive user experiences and interfaces.,TRUE
422,55,484,519,UI/UX Designer designing intuitive user experiences and interfaces.,FALSE
423,771,562,98,System Administrator maintaining IT infrastructure and ensuring uptime.,FALSE
424,670,62,498,Cloud Architect developing scalable cloud solutions and ensuring availability.,TRUE
425,799,90,661,Business Analyst gathering requirements and supporting data-driven decisions.,FALSE
426,544,924,900,Product Manager defining product vision and aligning with business goals.,TRUE
427,894,78,720,Cybersecurity Specialist monitoring threats and securing network systems.,FALSE
428,444,308,409,Cloud Architect developing scalable cloud solutions and ensuring availability.,TRUE
429,550,783,683,Business Analyst gathering requirements and supporting data-driven decisions.,TRUE
430,311,860,951,Business Analyst gathering requirements and supporting data-driven decisions.,TRUE
431,566,308,167,UI/UX Designer designing intuitive user experiences and interfaces.,FALSE
432,345,92,384,Project Manager managing cross-functional teams and project timelines.,TRUE
433,562,9,814,System Administrator maintaining IT infrastructure and ensuring uptime.,TRUE
434,49,620,367,Business Analyst gathering requirements and supporting data-driven decisions.,TRUE
435,882,114,775,Project Manager managing cross-functional teams and project timelines.,TRUE
436,482,667,388,Business Analyst gathering requirements and supporting data-driven decisions.,TRUE
437,242,453,697,UI/UX Designer designing intuitive user experiences and interfaces.,FALSE
438,110,528,909,Cloud Architect developing scalable cloud solutions and ensuring availability.,TRUE
439,958,496,741,Data Analyst performing data exploration and generating insights.,FALSE
440,882,30,998,Cloud Architect developing scalable cloud solutions and ensuring availability.,TRUE
441,272,968,680,Cloud Architect developing scalable cloud solutions and ensuring availability.,FALSE
442,537,715,493,Project Manager managing cross-functional teams and project timelines.,TRUE
443,747,470,234,Digital Marketing Executive running campaigns and optimizing digital performance.,FALSE
444,418,976,223,UI/UX Designer designing intuitive user experiences and interfaces.,TRUE
445,872,163,120,Digital Marketing Executive running campaigns and optimizing digital performance.,FALSE
446,42,484,49,Cybersecurity Specialist monitoring threats and securing network systems.,FALSE
447,459,290,270,Project Manager managing cross-functional teams and project timelines.,TRUE
448,852,550,344,Digital Marketing Executive running campaigns and optimizing digital performance.,TRUE
449,318,905,804,Cybersecurity Specialist monitoring threats and securing network systems.,TRUE
450,299,635,844,Cloud Architect developing scalable cloud solutions and ensuring availability.,FALSE
451,488,2,401,UI/UX Designer designing intuitive user experiences and interfaces.,TRUE
452,240,215,71,Project Manager managing cross-functional teams and project timelines.,TRUE
453,803,742,8,Data Analyst performing data exploration and generating insights.,TRUE
454,768,902,185,Data Analyst performing data exploration and generating insights.,TRUE
455,329,83,163,Project Manager managing cross-functional teams and project timelines.,TRUE
456,795,895,449,Project Manager managing cross-functional teams and project timelines.,TRUE
457,468,621,691,Cybersecurity Specialist monitoring threats and securing network systems.,FALSE
458,410,895,85,Product Manager defining product vision and aligning with business goals.,TRUE
459,502,651,351,Software Developer responsible for building scalable applications and debugging backend systems.,FALSE
460,873,705,9,System Administrator maintaining IT infrastructure and ensuring uptime.,FALSE
461,374,989,62,Digital Marketing Executive running campaigns and optimizing digital performance.,FALSE
462,895,508,867,Software Developer responsible for building scalable applications and debugging backend systems.,FALSE
463,759,757,382,UI/UX Designer designing intuitive user experiences and interfaces.,FALSE
464,19,66,609,Cybersecurity Specialist monitoring threats and securing network systems.,TRUE
465,573,148,107,Business Analyst gathering requirements and supporting data-driven decisions.,TRUE
466,492,293,667,Product Manager defining product vision and aligning with business goals.,FALSE
467,635,722,370,Business Analyst gathering requirements and supporting data-driven decisions.,TRUE
468,333,92,654,Software Developer responsible for building scalable applications and debugging backend systems.,FALSE
469,372,249,576,Data Analyst performing data exploration and generating insights.,FALSE
470,137,589,90,Digital Marketing Executive running campaigns and optimizing digital performance.,TRUE
471,709,744,553,Business Analyst gathering requirements and supporting data-driven decisions.,TRUE
472,895,547,37,Business Analyst gathering requirements and supporting data-driven decisions.,FALSE
473,574,294,885,Product Manager defining product vision and aligning with business goals.,FALSE
474,903,631,202,Software Developer responsible for building scalable applications and debugging backend systems.,FALSE
475,729,377,438,System Administrator maintaining IT infrastructure and ensuring uptime.,FALSE
476,479,238,258,System Administrator maintaining IT infrastructure and ensuring uptime.,TRUE
477,502,286,447,Cybersecurity Specialist monitoring threats and securing network systems.,TRUE
478,748,507,627,Project Manager managing cross-functional teams and project timelines.,FALSE
479,931,861,436,Digital Marketing Executive running campaigns and optimizing digital performance.,FALSE
480,968,938,14,Cybersecurity Specialist monitoring threats and securing network systems.,TRUE
481,260,465,469,Cloud Architect developing scalable cloud solutions and ensuring availability.,FALSE
482,104,633,262,Business Analyst gathering requirements and supporting data-driven decisions.,FALSE
483,911,428,169,UI/UX Designer designing intuitive user experiences and interfaces.,FALSE
484,322,804,239,Data Analyst performing data exploration and generating insights.,TRUE
485,385,117,947,UI/UX Designer designing intuitive user experiences and interfaces.,TRUE
486,540,209,845,Software Developer responsible for building scalable applications and debugging backend systems.,FALSE
487,455,680,68,Cybersecurity Specialist monitoring threats and securing network systems.,FALSE
488,825,808,395,Digital Marketing Executive running campaigns and optimizing digital performance.,FALSE
489,274,379,172,UI/UX Designer designing intuitive user experiences and interfaces.,TRUE
490,382,991,950,Cloud Architect developing scalable cloud solutions and ensuring availability.,FALSE
491,924,877,369,UI/UX Designer designing intuitive user experiences and interfaces.,FALSE
492,26,574,98,Cybersecurity Specialist monitoring threats and securing network systems.,TRUE
493,685,890,906,Cloud Architect developing scalable cloud solutions and ensuring availability.,TRUE
494,408,939,644,Digital Marketing Executive running campaigns and optimizing digital performance.,TRUE
495,730,973,546,Cybersecurity Specialist monitoring threats and securing network systems.,FALSE
496,63,997,955,Data Analyst performing data exploration and generating insights.,FALSE
497,471,205,253,Data Analyst performing data exploration and generating insights.,FALSE
498,271,49,300,Product Manager defining product vision and aligning with business goals.,FALSE
499,942,327,296,Cybersecurity Specialist monitoring threats and securing network systems.,FALSE
500,535,958,412,Digital Marketing Executive running campaigns and optimizing digital performance.,TRUE
501,188,21,838,Data Analyst performing data exploration and generating insights.,FALSE
502,465,327,446,System Administrator maintaining IT infrastructure and ensuring uptime.,FALSE
503,6,501,416,Business Analyst gathering requirements and supporting data-driven decisions.,TRUE
504,899,168,435,Business Analyst gathering requirements and supporting data-driven decisions.,TRUE
505,105,807,330,UI/UX Designer designing intuitive user experiences and interfaces.,FALSE
506,565,722,995,Business Analyst gathering requirements and supporting data-driven decisions.,FALSE
507,48,316,332,Data Analyst performing data exploration and generating insights.,FALSE
508,610,499,681,Product Manager defining product vision and aligning with business goals.,FALSE
509,331,637,536,Business Analyst gathering requirements and supporting data-driven decisions.,FALSE
510,801,627,862,Product Manager defining product vision and aligning with business goals.,TRUE
511,656,873,987,Data Analyst performing data exploration and generating insights.,FALSE
512,567,814,542,Project Manager managing cross-functional teams and project timelines.,TRUE
513,247,155,81,UI/UX Designer designing intuitive user experiences and interfaces.,TRUE
514,485,442,824,Data Analyst performing data exploration and generating insights.,TRUE
515,685,632,872,Digital Marketing Executive running campaigns and optimizing digital performance.,TRUE
516,594,289,693,Business Analyst gathering requirements and supporting data-driven decisions.,FALSE
517,422,742,954,Project Manager managing cross-functional teams and project timelines.,TRUE
518,533,516,484,Cybersecurity Specialist monitoring threats and securing network systems.,FALSE
519,956,948,193,Project Manager managing cross-functional teams and project timelines.,FALSE
520,776,149,641,Cybersecurity Specialist monitoring threats and securing network systems.,TRUE
521,909,45,704,Data Analyst performing data exploration and generating insights.,TRUE
522,789,260,76,Data Analyst performing data exploration and generating insights.,TRUE
523,489,16,2,Project Manager managing cross-functional teams and project timelines.,FALSE
524,596,651,111,Data Analyst performing data exploration and generating insights.,FALSE
525,20,6,426,Digital Marketing Executive running campaigns and optimizing digital performance.,TRUE
526,891,532,128,System Administrator maintaining IT infrastructure and ensuring uptime.,TRUE
527,829,476,357,Digital Marketing Executive running campaigns and optimizing digital performance.,TRUE
528,525,312,190,Cybersecurity Specialist monitoring threats and securing network systems.,FALSE
529,321,52,161,Product Manager defining product vision and aligning with business goals.,TRUE
530,153,115,18,Cloud Architect developing scalable cloud solutions and ensuring availability.,FALSE
531,169,456,114,Product Manager defining product vision and aligning with business goals.,FALSE
532,109,960,819,Project Manager managing cross-functional teams and project timelines.,TRUE
533,316,3,782,Data Analyst performing data exploration and generating insights.,FALSE
534,185,873,528,Data Analyst performing data exploration and generating insights.,TRUE
535,842,60,393,Cybersecurity Specialist monitoring threats and securing network systems.,FALSE
536,882,296,644,Data Analyst performing data exploration and generating insights.,TRUE
537,173,873,540,Digital Marketing Executive running campaigns and optimizing digital performance.,FALSE
538,997,818,600,Software Developer responsible for building scalable applications and debugging backend systems.,TRUE
539,599,366,168,Product Manager defining product vision and aligning with business goals.,TRUE
540,151,379,124,Business Analyst gathering requirements and supporting data-driven decisions.,TRUE
541,186,627,852,Data Analyst performing data exploration and generating insights.,FALSE
542,818,115,749,Product Manager defining product vision and aligning with business goals.,FALSE
543,362,127,864,Cloud Architect developing scalable cloud solutions and ensuring availability.,FALSE
544,349,295,648,System Administrator maintaining IT infrastructure and ensuring uptime.,FALSE
545,548,942,904,Project Manager managing cross-functional teams and project timelines.,FALSE
546,815,264,931,Project Manager managing cross-functional teams and project timelines.,FALSE
547,536,173,106,Product Manager defining product vision and aligning with business goals.,FALSE
548,525,929,661,Cloud Architect developing scalable cloud solutions and ensuring availability.,TRUE
549,424,611,891,Business Analyst gathering requirements and supporting data-driven decisions.,TRUE
550,656,695,525,Cybersecurity Specialist monitoring threats and securing network systems.,TRUE
551,858,88,890,Software Developer responsible for building scalable applications and debugging backend systems.,FALSE
552,131,523,862,Project Manager managing cross-functional teams and project timelines.,FALSE
553,166,651,496,UI/UX Designer designing intuitive user experiences and interfaces.,TRUE
554,174,277,266,Product Manager defining product vision and aligning with business goals.,FALSE
555,809,486,541,Digital Marketing Executive running campaigns and optimizing digital performance.,TRUE
556,726,938,502,Business Analyst gathering requirements and supporting data-driven decisions.,FALSE
557,184,925,21,Project Manager managing cross-functional teams and project timelines.,TRUE
558,96,350,990,Cybersecurity Specialist monitoring threats and securing network systems.,TRUE
559,837,827,337,Product Manager defining product vision and aligning with business goals.,TRUE
560,110,997,531,System Administrator maintaining IT infrastructure and ensuring uptime.,TRUE
561,409,175,920,UI/UX Designer designing intuitive user experiences and interfaces.,FALSE
562,56,866,138,Project Manager managing cross-functional teams and project timelines.,TRUE
563,45,287,908,Project Manager managing cross-functional teams and project timelines.,FALSE
564,419,495,224,Data Analyst performing data exploration and generating insights.,TRUE
565,137,627,13,UI/UX Designer designing intuitive user experiences and interfaces.,TRUE
566,749,908,705,Data Analyst performing data exploration and generating insights.,FALSE
567,218,327,1000,UI/UX Designer designing intuitive user experiences and interfaces.,FALSE
568,317,586,129,Software Developer responsible for building scalable applications and debugging backend systems.,TRUE
569,450,785,135,Data Analyst performing data exploration and generating insights.,TRUE
570,422,272,230,Software Developer responsible for building scalable applications and debugging backend systems.,TRUE
571,917,323,568,Cybersecurity Specialist monitoring threats and securing network systems.,FALSE
572,738,557,818,Cybersecurity Specialist monitoring threats and securing network systems.,FALSE
573,957,441,396,Business Analyst gathering requirements and supporting data-driven decisions.,TRUE
574,80,345,583,Project Manager managing cross-functional teams and project timelines.,FALSE
575,527,889,317,Digital Marketing Executive running campaigns and optimizing digital performance.,FALSE
576,148,700,595,Cybersecurity Specialist monitoring threats and securing network systems.,FALSE
577,816,364,483,Software Developer responsible for building scalable applications and debugging backend systems.,TRUE
578,138,66,314,Digital Marketing Executive running campaigns and optimizing digital performance.,TRUE
579,129,851,892,Data Analyst performing data exploration and generating insights.,FALSE
580,862,880,491,Cloud Architect developing scalable cloud solutions and ensuring availability.,TRUE
581,506,9,507,Cybersecurity Specialist monitoring threats and securing network systems.,TRUE
582,430,946,137,Project Manager managing cross-functional teams and project timelines.,TRUE
583,521,826,596,Product Manager defining product vision and aligning with business goals.,FALSE
584,219,593,986,Data Analyst performing data exploration and generating insights.,FALSE
585,694,176,594,System Administrator maintaining IT infrastructure and ensuring uptime.,TRUE
586,829,840,445,Software Developer responsible for building scalable applications and debugging backend systems.,FALSE
587,997,673,711,Project Manager managing cross-functional teams and project timelines.,TRUE
588,689,454,750,Project Manager managing cross-functional teams and project timelines.,FALSE
589,587,890,730,Product Manager defining product vision and aligning with business goals.,FALSE
590,436,767,158,Business Analyst gathering requirements and supporting data-driven decisions.,FALSE
591,207,276,428,Data Analyst performing data exploration and generating insights.,FALSE
592,19,91,197,Software Developer responsible for building scalable applications and debugging backend systems.,TRUE
593,595,88,641,Product Manager defining product vision and aligning with business goals.,FALSE
594,381,464,143,Cloud Architect developing scalable cloud solutions and ensuring availability.,TRUE
595,493,584,501,Digital Marketing Executive running campaigns and optimizing digital performance.,FALSE
596,555,688,651,Project Manager managing cross-functional teams and project timelines.,TRUE
597,476,644,966,Product Manager defining product vision and aligning with business goals.,FALSE
598,309,317,199,Product Manager defining product vision and aligning with business goals.,TRUE
599,869,748,161,Project Manager managing cross-functional teams and project timelines.,FALSE
600,480,199,69,Digital Marketing Executive running campaigns and optimizing digital performance.,FALSE
601,8,311,864,System Administrator maintaining IT infrastructure and ensuring uptime.,FALSE
602,864,846,999,Product Manager defining product vision and aligning with business goals.,TRUE
603,589,822,694,Business Analyst gathering requirements and supporting data-driven decisions.,TRUE
604,583,740,170,Cybersecurity Specialist monitoring threats and securing network systems.,TRUE
605,469,636,617,Project Manager managing cross-functional teams and project timelines.,TRUE
606,755,188,967,Data Analyst performing data exploration and generating insights.,FALSE
607,959,241,92,Cybersecurity Specialist monitoring threats and securing network systems.,FALSE
608,613,769,129,Business Analyst gathering requirements and supporting data-driven decisions.,FALSE
609,734,348,761,Digital Marketing Executive running campaigns and optimizing digital performance.,FALSE
610,40,57,489,Digital Marketing Executive running campaigns and optimizing digital performance.,FALSE
611,935,578,81,Cybersecurity Specialist monitoring threats and securing network systems.,FALSE
612,703,522,823,Business Analyst gathering requirements and supporting data-driven decisions.,TRUE
613,776,305,852,Product Manager defining product vision and aligning with business goals.,FALSE
614,947,637,36,Cloud Architect developing scalable cloud solutions and ensuring availability.,FALSE
615,53,369,452,System Administrator maintaining IT infrastructure and ensuring uptime.,TRUE
616,93,901,990,UI/UX Designer designing intuitive user experiences and interfaces.,TRUE
617,949,254,638,Business Analyst gathering requirements and supporting data-driven decisions.,FALSE
618,742,661,845,Project Manager managing cross-functional teams and project timelines.,TRUE
619,656,649,56,Project Manager managing cross-functional teams and project timelines.,FALSE
620,629,474,578,Cybersecurity Specialist monitoring threats and securing network systems.,FALSE
621,290,562,883,Data Analyst performing data exploration and generating insights.,TRUE
622,29,329,277,Product Manager defining product vision and aligning with business goals.,TRUE
623,660,141,911,Software Developer responsible for building scalable applications and debugging backend systems.,TRUE
624,87,562,592,UI/UX Designer designing intuitive user experiences and interfaces.,FALSE
625,642,221,935,Business Analyst gathering requirements and supporting data-driven decisions.,TRUE
626,973,745,740,Digital Marketing Executive running campaigns and optimizing digital performance.,TRUE
627,555,637,980,Cloud Architect developing scalable cloud solutions and ensuring availability.,TRUE
628,7,996,684,Software Developer responsible for building scalable applications and debugging backend systems.,TRUE
629,704,758,439,UI/UX Designer designing intuitive user experiences and interfaces.,TRUE
630,948,648,648,Digital Marketing Executive running campaigns and optimizing digital performance.,FALSE
631,900,242,221,Digital Marketing Executive running campaigns and optimizing digital performance.,TRUE
632,794,138,509,Digital Marketing Executive running campaigns and optimizing digital performance.,FALSE
633,797,205,238,UI/UX Designer designing intuitive user experiences and interfaces.,FALSE
634,38,455,295,Product Manager defining product vision and aligning with business goals.,FALSE
635,419,601,246,UI/UX Designer designing intuitive user experiences and interfaces.,TRUE
636,401,421,909,Cloud Architect developing scalable cloud solutions and ensuring availability.,FALSE
637,385,693,4,System Administrator maintaining IT infrastructure and ensuring uptime.,TRUE
638,895,841,583,Project Manager managing cross-functional teams and project timelines.,TRUE
639,787,200,669,Business Analyst gathering requirements and supporting data-driven decisions.,FALSE
640,928,645,580,Software Developer responsible for building scalable applications and debugging backend systems.,TRUE
641,811,391,968,Cloud Architect developing scalable cloud solutions and ensuring availability.,TRUE
642,23,985,960,Digital Marketing Executive running campaigns and optimizing digital performance.,FALSE
643,748,273,691,Digital Marketing Executive running campaigns and optimizing digital performance.,TRUE
644,107,304,12,UI/UX Designer designing intuitive user experiences and interfaces.,TRUE
645,657,999,725,Project Manager managing cross-functional teams and project timelines.,TRUE
646,165,387,425,Project Manager managing cross-functional teams and project timelines.,FALSE
647,505,854,302,Project Manager managing cross-functional teams and project timelines.,TRUE
648,567,246,322,Cloud Architect developing scalable cloud solutions and ensuring availability.,FALSE
649,884,347,709,System Administrator maintaining IT infrastructure and ensuring uptime.,FALSE
650,296,257,851,Product Manager defining product vision and aligning with business goals.,FALSE
651,637,128,852,UI/UX Designer designing intuitive user experiences and interfaces.,FALSE
652,573,924,288,Business Analyst gathering requirements and supporting data-driven decisions.,TRUE
653,832,621,282,Digital Marketing Executive running campaigns and optimizing digital performance.,FALSE
654,620,168,433,System Administrator maintaining IT infrastructure and ensuring uptime.,FALSE
655,353,401,108,Cloud Architect developing scalable cloud solutions and ensuring availability.,FALSE
656,184,386,947,UI/UX Designer designing intuitive user experiences and interfaces.,FALSE
657,724,77,696,UI/UX Designer designing intuitive user experiences and interfaces.,FALSE
658,555,206,401,Digital Marketing Executive running campaigns and optimizing digital performance.,FALSE
659,753,956,233,Cybersecurity Specialist monitoring threats and securing network systems.,FALSE
660,779,383,548,Cloud Architect developing scalable cloud solutions and ensuring availability.,FALSE
661,481,945,236,Business Analyst gathering requirements and supporting data-driven decisions.,FALSE
662,618,174,774,Project Manager managing cross-functional teams and project timelines.,TRUE
663,221,541,940,Digital Marketing Executive running campaigns and optimizing digital performance.,FALSE
664,446,911,153,Project Manager managing cross-functional teams and project timelines.,TRUE
665,416,329,504,System Administrator maintaining IT infrastructure and ensuring uptime.,TRUE
666,567,40,711,Business Analyst gathering requirements and supporting data-driven decisions.,FALSE
667,716,204,445,Data Analyst performing data exploration and generating insights.,FALSE
