GTS_EMPLOYER_COMPANY_DETAILS_ID,GTS_EMPLOYER_ID,GTS_EMPLOYER_COMPANY_ID,GTS_JOB_TITLE_ID,GTS_EMPLOYER_JOB_DESCRIPTION,GTS_EMPLOYER_IS_CURRENTLY_WORKING
668,13,179,88,Product Manager defining product vision and aligning with business goals.,FALSE
669,698,810,923,UI/UX Designer designing intuitive user experiences and interfaces.,FALSE
670,863,353,819,Cybersecurity Specialist monitoring threats and securing network systems.,TRUE
671,775,566,673,Product Manager defining product vision and aligning with business goals.,TRUE
672,222,30,775,Cybersecurity Specialist monitoring threats and securing network systems.,FALSE
673,340,26,997,Cybersecurity Specialist monitoring threats and securing network systems.,TRUE
674,992,277,840,Software Developer responsible for building scalable applications and debugging backend systems.,TRUE
675,527,975,97,UI/UX Designer designing intuitive user experiences and interfaces.,TRUE
676,799,205,458,Product Manager defining product vision and aligning with business goals.,TRUE
677,183,354,220,Software Developer responsible for building scalable applications and debugging backend systems.,FALSE
678,774,618,821,Data Analyst performing data exploration and generating insights.,TRUE
679,918,222,41,Digital Marketing Executive running campaigns and optimizing digital performance.,FALSE
680,884,358,103,Business Analyst gathering requirements and supporting data-driven decisions.,TRUE
681,311,638,697,Digital Marketing Executive running campaigns and optimizing digital performance.,TRUE
682,156,395,995,System Administrator maintaining IT infrastructure and ensuring uptime.,TRUE
683,797,259,88,System Administrator maintaining IT infrastructure and ensuring uptime.,FALSE
684,71,613,122,System Administrator maintaining IT infrastructure and ensuring uptime.,TRUE
685,638,682,781,Digital Marketing Executive running campaigns and optimizing digital performance.,FALSE
686,452,153,315,Software Developer responsible for building scalable applications and debugging backend systems.,TRUE
687,899,249,723,Digital Marketing Executive running campaigns and optimizing digital performance.,TRUE
688,459,469,747,Business Analyst gathering requirements and supporting data-driven decisions.,FALSE
689,421,425,379,Digital Marketing Executive running campaigns and optimizing digital performance.,FALSE
690,950,610,476,Software Developer responsible for building scalable applications and debugging backend systems.,TRUE
691,906,148,325,UI/UX Designer designing intuitive user experiences and interfaces.,FALSE
692,969,195,997,Product Manager defining product vision and aligning with business goals.,TRUE
693,686,58,973,UI/UX Designer designing intuitive user experiences and interfaces.,FALSE
694,388,304,219,Digital Marketing Executive running campaigns and optimizing digital performance.,TRUE
695,714,134,966,Business Analyst gathering requirements and supporting data-driven decisions.,FALSE
696,666,503,578,Cybersecurity Specialist monitoring threats and securing network systems.,TRUE
697,78,134,552,Project Manager managing cross-functional teams and project timelines.,FALSE
698,992,815,653,Data Analyst performing data exploration and generating insights.,FALSE
699,821,823,795,Data Analyst performing data exploration and generating insights.,FALSE
700,164,864,720,Business Analyst gathering requirements and supporting data-driven decisions.,FALSE
701,61,396,746,System Administrator maintaining IT infrastructure and ensuring uptime.,TRUE
702,156,42,451,UI/UX Designer designing intuitive user experiences and interfaces.,TRUE
703,878,557,159,Data Analyst performing data exploration and generating insights.,FALSE
704,311,76,142,Digital Marketing Executive running campaigns and optimizing digital performance.,FALSE
705,745,780,91,Software Developer responsible for building scalable applications and debugging backend systems.,TRUE
706,172,630,59,Business Analyst gathering requirements and supporting data-driven decisions.,TRUE
707,964,6,212,Cloud Architect developing scalable cloud solutions and ensuring availability.,FALSE
708,328,637,577,Cybersecurity Specialist monitoring threats and securing network systems.,TRUE
709,54,594,647,Product Manager defining product vision and aligning with business goals.,FALSE
710,708,400,745,Business Analyst gathering requirements and supporting data-driven decisions.,TRUE
711,577,356,352,Product Manager defining product vision and aligning with business goals.,TRUE
712,329,512,873,UI/UX Designer designing intuitive user experiences and interfaces.,FALSE
713,803,243,485,System Administrator maintaining IT infrastructure and ensuring uptime.,TRUE
714,25,740,340,Data Analyst performing data exploration and generating insights.,FALSE
715,106,635,450,Product Manager defining product vision and aligning with business goals.,TRUE
716,506,468,714,Project Manager managing cross-functional teams and project timelines.,FALSE
717,913,522,892,Product Manager defining product vision and aligning with business goals.,FALSE
718,76,478,692,Data Analyst performing data exploration and generating insights.,FALSE
719,951,299,131,Product Manager defining product vision and aligning with business goals.,FALSE
720,122,678,32,Cybersecurity Specialist monitoring threats and securing network systems.,FALSE
721,424,491,749,System Administrator maintaining IT infrastructure and ensuring uptime.,TRUE
722,348,488,309,Business Analyst gathering requirements and supporting data-driven decisions.,TRUE
723,901,226,997,Cybersecurity Specialist monitoring threats and securing network systems.,TRUE
724,590,834,297,Cloud Architect developing scalable cloud solutions and ensuring availability.,FALSE
725,254,349,105,Cloud Architect developing scalable cloud solutions and ensuring availability.,TRUE
726,11,719,999,Software Developer responsible for building scalable applications and debugging backend systems.,TRUE
727,257,540,284,Cybersecurity Specialist monitoring threats and securing network systems.,FALSE
728,71,660,858,Cloud Architect developing scalable cloud solutions and ensuring availability.,TRUE
729,728,105,46,Cybersecurity Specialist monitoring threats and securing network systems.,TRUE
730,51,317,859,Business Analyst gathering requirements and supporting data-driven decisions.,FALSE
731,803,528,3,System Administrator maintaining IT infrastructure and ensuring uptime.,FALSE
732,929,872,870,Business Analyst gathering requirements and supporting data-driven decisions.,TRUE
733,734,756,254,Cybersecurity Specialist monitoring threats and securing network systems.,TRUE
734,206,523,205,Digital Marketing Executive running campaigns and optimizing digital performance.,FALSE
735,458,552,751,Software Developer responsible for building scalable applications and debugging backend systems.,FALSE
736,226,139,515,Business Analyst gathering requirements and supporting data-driven decisions.,FALSE
737,563,830,308,Digital Marketing Executive running campaigns and optimizing digital performance.,TRUE
738,988,262,5,Cybersecurity Specialist monitoring threats and securing network systems.,TRUE
739,514,87,848,System Administrator maintaining IT infrastructure and ensuring uptime.,TRUE
740,894,420,500,Cloud Architect developing scalable cloud solutions and ensuring availability.,TRUE
741,758,609,11,Business Analyst gathering requirements and supporting data-driven decisions.,FALSE
742,660,407,739,Cybersecurity Specialist monitoring threats and securing network systems.,TRUE
743,286,453,34,System Administrator maintaining IT infrastructure and ensuring uptime.,FALSE
744,711,719,618,Cloud Architect developing scalable cloud solutions and ensuring availability.,TRUE
745,281,608,372,Data Analyst performing data exploration and generating insights.,TRUE
746,326,355,877,Data Analyst performing data exploration and generating insights.,FALSE
747,710,997,561,UI/UX Designer designing intuitive user experiences and interfaces.,TRUE
748,250,744,928,Data Analyst performing data exploration and generating insights.,TRUE
749,539,458,926,Business Analyst gathering requirements and supporting data-driven decisions.,TRUE
750,727,713,954,Business Analyst gathering requirements and supporting data-driven decisions.,TRUE
751,177,111,697,Data Analyst performing data exploration and generating insights.,FALSE
752,733,832,464,Data Analyst performing data exploration and generating insights.,TRUE
753,880,15,464,Software Developer responsible for building scalable applications and debugging backend systems.,TRUE
754,669,121,105,Software Developer responsible for building scalable applications and debugging backend systems.,FALSE
755,30,576,102,Cybersecurity Specialist monitoring threats and securing network systems.,TRUE
756,598,892,48,UI/UX Designer designing intuitive user experiences and interfaces.,FALSE
757,550,190,60,Cloud Architect developing scalable cloud solutions and ensuring availability.,TRUE
758,727,35,544,Project Manager managing cross-functional teams and project timelines.,TRUE
759,809,496,603,Software Developer responsible for building scalable applications and debugging backend systems.,TRUE
760,578,496,901,Data Analyst performing data exploration and generating insights.,TRUE
761,4,902,28,Product Manager defining product vision and aligning with business goals.,TRUE
762,399,201,586,UI/UX Designer designing intuitive user experiences and interfaces.,TRUE
763,394,809,128,UI/UX Designer designing intuitive user experiences and interfaces.,TRUE
764,819,393,27,Product Manager defining product vision and aligning with business goals.,TRUE
765,544,332,154,Product Manager defining product vision and aligning with business goals.,TRUE
766,730,358,808,UI/UX Designer designing intuitive user experiences and interfaces.,FALSE
767,203,143,462,Cybersecurity Specialist monitoring threats and securing network systems.,FALSE
768,937,606,283,System Administrator maintaining IT infrastructure and ensuring uptime.,TRUE
769,282,422,850,Software Developer responsible for building scalable applications and debugging backend systems.,TRUE
770,763,589,414,Digital Marketing Executive running campaigns and optimizing digital performance.,FALSE
771,847,842,127,Cybersecurity Specialist monitoring threats and securing network systems.,FALSE
772,205,202,439,Software Developer responsible for building scalable applications and debugging backend systems.,FALSE
773,595,976,967,Product Manager defining product vision and aligning with business goals.,FALSE
774,548,597,642,Product Manager defining product vision and aligning with business goals.,FALSE
775,882,35,946,Cybersecurity Specialist monitoring threats and securing network systems.,TRUE
776,487,948,988,Cybersecurity Specialist monitoring threats and securing network systems.,FALSE
777,723,380,580,Project Manager managing cross-functional teams and project timelines.,TRUE
778,398,227,303,UI/UX Designer designing intuitive user experiences and interfaces.,TRUE
779,66,933,607,Digital Marketing Executive running campaigns and optimizing digital performance.,TRUE
780,739,678,548,System Administrator maintaining IT infrastructure and ensuring uptime.,FALSE
781,14,945,415,Cloud Architect developing scalable cloud solutions and ensuring availability.,TRUE
782,198,553,543,System Administrator maintaining IT infrastructure and ensuring uptime.,TRUE
783,75,877,246,Cybersecurity Specialist monitoring threats and securing network systems.,TRUE
784,262,632,482,Data Analyst performing data exploration and generating insights.,TRUE
785,352,57,452,UI/UX Designer designing intuitive user experiences and interfaces.,TRUE
786,547,903,526,Cybersecurity Specialist monitoring threats and securing network systems.,TRUE
787,428,221,723,Project Manager managing cross-functional teams and project timelines.,FALSE
788,383,817,542,Cloud Architect developing scalable cloud solutions and ensuring availability.,FALSE
789,156,830,756,Software Developer responsible for building scalable applications and debugging backend systems.,TRUE
790,650,723,504,Project Manager managing cross-functional teams and project timelines.,TRUE
791,140,857,259,Business Analyst gathering requirements and supporting data-driven decisions.,TRUE
792,785,779,250,Cybersecurity Specialist monitoring threats and securing network systems.,TRUE
793,249,22,614,Product Manager defining product vision and aligning with business goals.,FALSE
794,612,348,856,UI/UX Designer designing intuitive user experiences and interfaces.,TRUE
795,651,726,562,Cybersecurity Specialist monitoring threats and securing network systems.,TRUE
796,309,784,304,Software Developer responsible for building scalable applications and debugging backend systems.,TRUE
797,397,319,208,System Administrator maintaining IT infrastructure and ensuring uptime.,FALSE
798,444,217,789,Data Analyst performing data exploration and generating insights.,FALSE
799,946,726,109,System Administrator maintaining IT infrastructure and ensuring uptime.,FALSE
800,218,37,422,Product Manager defining product vision and aligning with business goals.,FALSE
801,844,349,360,Product Manager defining product vision and aligning with business goals.,TRUE
802,554,748,545,Software Developer responsible for building scalable applications and debugging backend systems.,FALSE
803,836,773,217,UI/UX Designer designing intuitive user experiences and interfaces.,TRUE
804,510,397,724,Product Manager defining product vision and aligning with business goals.,TRUE
805,334,256,181,Product Manager defining product vision and aligning with business goals.,TRUE
806,49,421,813,System Administrator maintaining IT infrastructure and ensuring uptime.,FALSE
807,634,673,770,Data Analyst performing data exploration and generating insights.,TRUE
808,828,776,296,Data Analyst performing data exploration and generating insights.,FALSE
809,667,439,27,Project Manager managing cross-functional teams and project timelines.,TRUE
810,266,526,459,Digital Marketing Executive running campaigns and optimizing digital performance.,FALSE
811,203,94,794,Digital Marketing Executive running campaigns and optimizing digital performance.,FALSE
812,240,551,715,System Administrator maintaining IT infrastructure and ensuring uptime.,FALSE
813,371,177,492,Software Developer responsible for building scalable applications and debugging backend systems.,TRUE
814,129,451,721,Business Analyst gathering requirements and supporting data-driven decisions.,TRUE
815,369,730,462,Software Developer responsible for building scalable applications and debugging backend systems.,TRUE
816,457,456,525,Software Developer responsible for building scalable applications and debugging backend systems.,TRUE
817,293,425,591,Business Analyst gathering requirements and supporting data-driven decisions.,TRUE
818,385,130,298,Cloud Architect developing scalable cloud solutions and ensuring availability.,TRUE
819,152,282,333,Cybersecurity Specialist monitoring threats and securing network systems.,FALSE
820,669,18,282,Software Developer responsible for building scalable applications and debugging backend systems.,FALSE
821,28,237,540,Digital Marketing Executive running campaigns and optimizing digital performance.,FALSE
822,947,621,440,Business Analyst gathering requirements and supporting data-driven decisions.,FALSE
823,658,402,533,UI/UX Designer designing intuitive user experiences and interfaces.,TRUE
824,408,641,605,Product Manager defining product vision and aligning with business goals.,FALSE
825,847,715,957,Project Manager managing cross-functional teams and project timelines.,FALSE
826,523,679,241,Data Analyst performing data exploration and generating insights.,TRUE
827,73,753,980,System Administrator maintaining IT infrastructure and ensuring uptime.,TRUE
828,963,25,958,System Administrator maintaining IT infrastructure and ensuring uptime.,FALSE
829,764,730,202,Product Manager defining product vision and aligning with business goals.,FALSE
830,164,806,701,Project Manager managing cross-functional teams and project timelines.,TRUE
831,680,196,728,Cybersecurity Specialist monitoring threats and securing network systems.,FALSE
832,297,326,197,Digital Marketing Executive running campaigns and optimizing digital performance.,FALSE
833,460,562,350,System Administrator maintaining IT infrastructure and ensuring uptime.,TRUE
834,974,93,962,System Administrator maintaining IT infrastructure and ensuring uptime.,TRUE
835,612,761,237,Project Manager managing cross-functional teams and project timelines.,TRUE
836,889,345,222,Cloud Architect developing scalable cloud solutions and ensuring availability.,TRUE
837,885,120,670,Product Manager defining product vision and aligning with business goals.,TRUE
838,439,824,952,System Administrator maintaining IT infrastructure and ensuring uptime.,TRUE
839,404,521,535,UI/UX Designer designing intuitive user experiences and interfaces.,FALSE
840,226,157,529,Product Manager defining product vision and aligning with business goals.,TRUE
841,443,777,501,UI/UX Designer designing intuitive user experiences and interfaces.,TRUE
842,155,122,918,Data Analyst performing data exploration and generating insights.,TRUE
843,914,691,184,Project Manager managing cross-functional teams and project timelines.,FALSE
844,42,317,631,UI/UX Designer designing intuitive user experiences and interfaces.,TRUE
845,7,98,729,UI/UX Designer designing intuitive user experiences and interfaces.,TRUE
846,687,658,717,Product Manager defining product vision and aligning with business goals.,TRUE
847,74,630,374,Software Developer responsible for building scalable applications and debugging backend systems.,FALSE
848,304,350,948,Project Manager managing cross-functional teams and project timelines.,TRUE
849,357,696,616,System Administrator maintaining IT infrastructure and ensuring uptime.,FALSE
850,349,839,439,Data Analyst performing data exploration and generating insights.,TRUE
851,985,58,286,Project Manager managing cross-functional teams and project timelines.,TRUE
852,321,307,387,Cloud Architect developing scalable cloud solutions and ensuring availability.,TRUE
853,75,423,275,System Administrator maintaining IT infrastructure and ensuring uptime.,FALSE
854,446,940,611,System Administrator maintaining IT infrastructure and ensuring uptime.,TRUE
855,566,847,211,Data Analyst performing data exploration and generating insights.,TRUE
856,657,138,161,Cloud Architect developing scalable cloud solutions and ensuring availability.,TRUE
857,391,243,176,Software Developer responsible for building scalable applications and debugging backend systems.,FALSE
858,829,509,230,System Administrator maintaining IT infrastructure and ensuring uptime.,FALSE
859,194,99,444,Digital Marketing Executive running campaigns and optimizing digital performance.,TRUE
860,252,335,528,Business Analyst gathering requirements and supporting data-driven decisions.,TRUE
861,509,583,95,Business Analyst gathering requirements and supporting data-driven decisions.,FALSE
862,770,858,748,Product Manager defining product vision and aligning with business goals.,TRUE
863,138,21,95,Data Analyst performing data exploration and generating insights.,FALSE
864,122,134,958,Digital Marketing Executive running campaigns and optimizing digital performance.,TRUE
865,899,106,116,Data Analyst performing data exploration and generating insights.,TRUE
866,582,365,620,Project Manager managing cross-functional teams and project timelines.,FALSE
867,796,132,574,Cybersecurity Specialist monitoring threats and securing network systems.,FALSE
868,268,573,718,Data Analyst performing data exploration and generating insights.,TRUE
869,73,605,566,Digital Marketing Executive running campaigns and optimizing digital performance.,TRUE
870,867,566,164,Data Analyst performing data exploration and generating insights.,FALSE
871,257,95,449,Digital Marketing Executive running campaigns and optimizing digital performance.,FALSE
872,401,906,645,Cloud Architect developing scalable cloud solutions and ensuring availability.,TRUE
873,720,194,916,Cloud Architect developing scalable cloud solutions and ensuring availability.,TRUE
874,702,938,843,Data Analyst performing data exploration and generating insights.,TRUE
875,363,715,15,Software Developer responsible for building scalable applications and debugging backend systems.,TRUE
876,168,551,644,Product Manager defining product vision and aligning with business goals.,TRUE
877,375,66,734,Cloud Architect developing scalable cloud solutions and ensuring availability.,FALSE
878,52,491,758,Digital Marketing Executive running campaigns and optimizing digital performance.,FALSE
879,40,536,895,System Administrator maintaining IT infrastructure and ensuring uptime.,TRUE
880,787,565,385,Digital Marketing Executive running campaigns and optimizing digital performance.,FALSE
881,853,45,557,UI/UX Designer designing intuitive user experiences and interfaces.,TRUE
882,322,422,201,Product Manager defining product vision and aligning with business goals.,TRUE
883,512,832,222,Cloud Architect developing scalable cloud solutions and ensuring availability.,FALSE
884,93,354,700,Data Analyst performing data exploration and generating insights.,FALSE
885,55,976,428,Product Manager defining product vision and aligning with business goals.,FALSE
886,949,536,647,Digital Marketing Executive running campaigns and optimizing digital performance.,FALSE
887,603,423,129,Cloud Architect developing scalable cloud solutions and ensuring availability.,FALSE
888,730,301,392,Data Analyst performing data exploration and generating insights.,TRUE
889,490,786,941,Digital Marketing Executive running campaigns and optimizing digital performance.,FALSE
890,361,17,174,Project Manager managing cross-functional teams and project timelines.,TRUE
891,423,984,50,Digital Marketing Executive running campaigns and optimizing digital performance.,TRUE
892,884,690,780,Data Analyst performing data exploration and generating insights.,FALSE
893,250,757,860,Product Manager defining product vision and aligning with business goals.,TRUE
894,285,89,788,Software Developer responsible for building scalable applications and debugging backend systems.,TRUE
895,731,821,973,Data Analyst performing data exploration and generating insights.,TRUE
896,19,933,832,UI/UX Designer designing intuitive user experiences and interfaces.,TRUE
897,650,62,212,Product Manager defining product vision and aligning with business goals.,TRUE
898,71,841,793,Business Analyst gathering requirements and supporting data-driven decisions.,TRUE
899,586,792,673,UI/UX Designer designing intuitive user experiences and interfaces.,TRUE
900,21,170,820,System Administrator maintaining IT infrastructure and ensuring uptime.,TRUE
901,575,233,489,Software Developer responsible for building scalable applications and debugging backend systems.,FALSE
902,722,219,691,Digital Marketing Executive running campaigns and optimizing digital performance.,FALSE
903,175,781,848,Cloud Architect developing scalable cloud solutions and ensuring availability.,TRUE
904,978,164,76,Data Analyst performing data exploration and generating insights.,FALSE
905,923,790,942,UI/UX Designer designing intuitive user experiences and interfaces.,TRUE
906,537,401,763,Data Analyst performing data exploration and generating insights.,TRUE
907,895,682,408,Cloud Architect developing scalable cloud solutions and ensuring availability.,TRUE
908,70,81,684,System Administrator maintaining IT infrastructure and ensuring uptime.,FALSE
909,939,272,276,System Administrator maintaining IT infrastructure and ensuring uptime.,FALSE
910,275,486,751,Project Manager managing cross-functional teams and project timelines.,FALSE
911,824,313,890,Cloud Architect developing scalable cloud solutions and ensuring availability.,TRUE
912,87,394,173,Cloud Architect developing scalable cloud solutions and ensuring availability.,TRUE
913,711,862,946,Digital Marketing Executive running campaigns and optimizing digital performance.,TRUE
914,997,550,585,Cloud Architect developing scalable cloud solutions and ensuring availability.,TRUE
915,193,568,239,UI/UX Designer designing intuitive user experiences and interfaces.,TRUE
916,99,845,253,System Administrator maintaining IT infrastructure and ensuring uptime.,TRUE
917,843,605,148,Project Manager managing cross-functional teams and project timelines.,FALSE
918,393,50,498,Business Analyst gathering requirements and supporting data-driven decisions.,FALSE
919,175,999,587,Data Analyst performing data exploration and generating insights.,FALSE
920,337,933,619,Digital Marketing Executive running campaigns and optimizing digital performance.,FALSE
921,226,479,354,UI/UX Designer designing intuitive user experiences and interfaces.,FALSE
922,989,740,139,Cloud Architect developing scalable cloud solutions and ensuring availability.,TRUE
923,442,318,759,UI/UX Designer designing intuitive user experiences and interfaces.,TRUE
924,546,775,837,Product Manager defining product vision and aligning with business goals.,FALSE
925,711,575,811,Data Analyst performing data exploration and generating insights.,TRUE
926,417,489,775,UI/UX Designer designing intuitive user experiences and interfaces.,TRUE
927,258,780,709,Project Manager managing cross-functional teams and project timelines.,FALSE
928,451,743,569,Cybersecurity Specialist monitoring threats and securing network systems.,FALSE
929,804,932,707,Digital Marketing Executive running campaigns and optimizing digital performance.,FALSE
930,114,512,308,Project Manager managing cross-functional teams and project timelines.,FALSE
931,284,16,119,Business Analyst gathering requirements and supporting data-driven decisions.,FALSE
932,381,284,186,Software Developer responsible for building scalable applications and debugging backend systems.,TRUE
933,528,902,603,Software Developer responsible for building scalable applications and debugging backend systems.,FALSE
934,382,315,534,Cybersecurity Specialist monitoring threats and securing network systems.,FALSE
935,679,847,982,Data Analyst performing data exploration and generating insights.,TRUE
936,912,716,638,Cybersecurity Specialist monitoring threats and securing network systems.,FALSE
937,53,460,570,Cybersecurity Specialist monitoring threats and securing network systems.,TRUE
938,337,832,659,Project Manager managing cross-functional teams and project timelines.,TRUE
939,699,284,867,Cybersecurity Specialist monitoring threats and securing network systems.,TRUE
940,329,699,80,Product Manager defining product vision and aligning with business goals.,FALSE
941,957,555,519,Cybersecurity Specialist monitoring threats and securing network systems.,FALSE
942,370,266,196,Cloud Architect developing scalable cloud solutions and ensuring availability.,FALSE
943,771,586,639,UI/UX Designer designing intuitive user experiences and interfaces.,TRUE
944,700,376,550,Digital Marketing Executive running campaigns and optimizing digital performance.,FALSE
945,880,582,945,Software Developer responsible for building scalable applications and debugging backend systems.,FALSE
946,962,998,785,Digital Marketing Executive running campaigns and optimizing digital performance.,TRUE
947,862,352,826,Business Analyst gathering requirements and supporting data-driven decisions.,FALSE
948,354,850,544,Data Analyst performing data exploration and generating insights.,TRUE
949,736,716,394,Data Analyst performing data exploration and generating insights.,TRUE
950,14,124,123,Software Developer responsible for building scalable applications and debugging backend systems.,TRUE
951,681,804,471,Business Analyst gathering requirements and supporting data-driven decisions.,TRUE
952,968,920,684,Project Manager managing cross-functional teams and project timelines.,FALSE
953,513,143,836,Business Analyst gathering requirements and supporting data-driven decisions.,FALSE
954,165,874,131,Business Analyst gathering requirements and supporting data-driven decisions.,TRUE
955,379,102,390,Data Analyst performing data exploration and generating insights.,FALSE
956,259,474,281,Software Developer responsible for building scalable applications and debugging backend systems.,TRUE
957,757,571,6,Digital Marketing Executive running campaigns and optimizing digital performance.,FALSE
958,361,106,484,Digital Marketing Executive running campaigns and optimizing digital performance.,TRUE
959,592,342,436,Cloud Architect developing scalable cloud solutions and ensuring availability.,TRUE
960,573,698,316,System Administrator maintaining IT infrastructure and ensuring uptime.,TRUE
961,676,267,843,Digital Marketing Executive running campaigns and optimizing digital performance.,TRUE
962,452,701,546,Data Analyst performing data exploration and generating insights.,TRUE
963,619,272,301,Cloud Architect developing scalable cloud solutions and ensuring availability.,TRUE
964,671,867,47,Product Manager defining product vision and aligning with business goals.,TRUE
965,832,28,375,Business Analyst gathering requirements and supporting data-driven decisions.,TRUE
966,379,548,35,Digital Marketing Executive running campaigns and optimizing digital performance.,FALSE
967,566,232,429,Cybersecurity Specialist monitoring threats and securing network systems.,FALSE
968,602,16,58,Project Manager managing cross-functional teams and project timelines.,TRUE
969,208,42,38,Project Manager managing cross-functional teams and project timelines.,FALSE
970,241,847,716,System Administrator maintaining IT infrastructure and ensuring uptime.,FALSE
971,283,558,192,System Administrator maintaining IT infrastructure and ensuring uptime.,FALSE
972,964,804,449,Cybersecurity Specialist monitoring threats and securing network systems.,FALSE
973,392,454,964,Software Developer responsible for building scalable applications and debugging backend systems.,TRUE
974,281,370,693,Software Developer responsible for building scalable applications and debugging backend systems.,TRUE
975,243,204,843,Digital Marketing Executive running campaigns and optimizing digital performance.,TRUE
976,452,982,964,Product Manager defining product vision and aligning with business goals.,FALSE
977,25,825,173,Project Manager managing cross-functional teams and project timelines.,FALSE
978,219,644,252,System Administrator maintaining IT infrastructure and ensuring uptime.,TRUE
979,305,256,504,Data Analyst performing data exploration and generating insights.,TRUE
980,651,766,18,Cybersecurity Specialist monitoring threats and securing network systems.,TRUE
981,407,729,646,Cybersecurity Specialist monitoring threats and securing network systems.,FALSE
982,720,661,316,Cloud Architect developing scalable cloud solutions and ensuring availability.,FALSE
983,862,215,453,Software Developer responsible for building scalable applications and debugging backend systems.,TRUE
984,493,486,6,Project Manager managing cross-functional teams and project timelines.,FALSE
985,746,722,74,Project Manager managing cross-functional teams and project timelines.,FALSE
986,689,398,415,Product Manager defining product vision and aligning with business goals.,FALSE
987,597,96,723,System Administrator maintaining IT infrastructure and ensuring uptime.,TRUE
988,39,755,844,Digital Marketing Executive running campaigns and optimizing digital performance.,FALSE
989,493,422,251,Digital Marketing Executive running campaigns and optimizing digital performance.,TRUE
990,512,31,411,Cloud Architect developing scalable cloud solutions and ensuring availability.,TRUE
991,357,14,354,Cybersecurity Specialist monitoring threats and securing network systems.,TRUE
992,767,515,425,UI/UX Designer designing intuitive user experiences and interfaces.,TRUE
993,226,689,261,Project Manager managing cross-functional teams and project timelines.,FALSE
994,892,149,504,Business Analyst gathering requirements and supporting data-driven decisions.,TRUE
995,207,525,187,UI/UX Designer designing intuitive user experiences and interfaces.,TRUE
996,785,41,990,Digital Marketing Executive running campaigns and optimizing digital performance.,FALSE
997,595,455,121,Cybersecurity Specialist monitoring threats and securing network systems.,FALSE
998,261,984,410,Digital Marketing Executive running campaigns and optimizing digital performance.,FALSE
999,149,163,623,Digital Marketing Executive running campaigns and optimizing digital performance.,FALSE
1000,780,617,218,Cloud Architect developing scalable cloud solutions and ensuring availability.,TRUE
